epoch,trainLoss,validationLoss,accuracy
1,2.90147391400067,2.8866775400685785,9.359190556492411
2,2.8757027886229847,2.821734092138923,10.936231340953094
3,2.8004280002120754,2.6949487892336954,15.661107988258072
4,2.6608973366887785,2.6045134065152853,17.96889638373618
5,2.578850446109898,2.5206243908313724,20.941852476422458
6,2.508917988230623,2.4553652909387096,22.896758478546
7,2.4461544151949313,2.421522632543721,23.961651364686777
8,2.404732772883028,2.396387489572708,24.43007932046718
9,2.3641631331833106,2.3440763234541198,25.950908750234213
10,2.3344174440925536,2.3340888212491198,26.616076447442385
11,2.30931706176921,2.3101809988402464,27.062644431953032
12,2.2836062405777753,2.292232967720034,27.677846480544627
13,2.2663314868739213,2.2964523821393494,27.6497408031978
14,2.245515136735623,2.276015204959207,27.993254637436763
15,2.2298573818515464,2.251582236242625,28.4648054462557
16,2.2140669986932093,2.2444661381645075,28.84579351695709
17,2.1997134057318077,2.235843178170304,29.10499031915558
18,2.1856253100674747,2.2314908104069144,29.357941415276997
19,2.172326389994018,2.230695768311293,29.45787271251015
20,2.1625976486571306,2.2173449927464572,29.77952657547936
21,2.149328583671541,2.209372439708189,30.01998625944663
22,2.1393203369429847,2.2130914717981542,29.83261507713447
23,2.1273629080649377,2.2115879645838104,30.244831678221225
24,2.1180077344686277,2.200399071620336,30.447817125726065
25,2.109154718009181,2.197398857608457,30.628942601961153
26,2.098049295713448,2.1919356315544416,30.791330959965023
27,2.086956790367361,2.187965020614623,31.094247704703015
28,2.077335152665987,2.197953085636975,30.57585410030604
29,2.06977255881971,2.1897135790339504,30.900630816313786
30,2.061445632439694,2.190476054366766,31.05989632127912
31,2.053657840235819,2.1778998194758787,31.26288176878396
32,2.040337281609981,2.1771111224772937,31.275373180938104
33,2.03590682146297,2.1766363494840406,31.26288176878396
34,2.027959244885355,2.1730628564872836,31.759415401911188
35,2.0162913959443323,2.1800943310692165,31.415901567672226
36,2.008036937831238,2.173450548073598,31.909312347760913
37,1.9994592051355426,2.1743410667364396,31.681344075947784
38,1.9927927859908752,2.1775822710643946,31.86559240522141
39,1.9856856253576767,2.183446359562923,31.746923989757043
40,1.9731776144462736,2.1758391903011263,31.903066641683843
41,1.9677464742693276,2.173910514619377,31.71569545937168
42,1.9600569258993248,2.187443088959519,31.737555430641432
43,1.9512869780211393,2.18573456099133,31.76253825494972
44,1.9423607172787098,2.185845965873323,31.94366373118481
45,1.9371265919503682,2.191423407679651,31.628255574292673
46,1.9267994348852842,2.182393248825307,31.98426082068578
47,1.9196929241682046,2.1787739840775484,31.953032290300417
48,1.9142695454545713,2.1824404903104755,31.868715258259947
49,1.9069101366731511,2.1844039007543916,32.02173505714821
50,1.8968681392693498,2.196960277139236,32.06857785272625
51,1.8877858528766076,2.1925230622924428,32.10605208918868
52,1.8815263541995249,2.2030711479424077,31.67822122290925
53,1.874971945729831,2.2005546440987946,31.915558053837987
54,1.8661114646336747,2.2071944559382124,32.0810692648804
55,1.861248854901755,2.19488410429716,32.087314970957465
56,1.8519046128587098,2.209851529535545,31.78752107925801
57,1.8483026572728358,2.2144580368962608,31.971769408531635
58,1.8358059705504084,2.2063083220269766,31.846855286990195
59,1.8300783218687107,2.219830982005021,32.07170070576478
60,1.8193123470467087,2.223047186586622,31.962400849416028
61,1.8140495037718642,2.2244753004885,31.88120667041409
62,1.8061698145664662,2.2395655992706995,31.90618949472238
63,1.800572780810466,2.2446136050664776,31.971769408531635
64,1.7921299226637493,2.249332188130408,31.675098369870714
65,1.7874203608721757,2.250220606488028,31.993629379801387
66,1.7767942908639347,2.2452262007805226,31.8125039035663
67,1.7691341243549756,2.2515827519748757,31.700081194179003
68,1.7634725268241822,2.2562003804432536,31.700081194179003
69,1.753529498506028,2.2614246792442145,31.390918743363937
70,1.7463877191949029,2.263289129121278,31.737555430641432
71,1.7385478313677503,2.268538533960006,31.675098369870714
72,1.7348999655605908,2.282193714254064,31.831241021797513
73,1.7261798542806508,2.2885770585831646,31.778152520142402
74,1.7164135356720351,2.2867326928394203,31.63137842733121
75,1.7076289938262543,2.324842612037995,31.690712635063395
76,1.7026341406817789,2.3122597189386185,31.67822122290925
77,1.6928885789420507,2.31579139448405,31.52207857098245
78,1.6884688455132841,2.322941785004337,31.849978140028732
79,1.6800712652767698,2.315746778953709,31.575167072637562
80,1.6728441399342375,2.347089599441763,31.77190681406533
81,1.6686426090922448,2.3372274287955674,31.444007245019048
82,1.6570961621770777,2.3289653905274443,31.687589782024858
83,1.6525943114133856,2.3527736482298,31.572044219599025
84,1.6401458247715213,2.36110691038154,31.565798513521955
85,1.6365433540131837,2.3660496669649205,31.550184248329273
86,1.628144014392217,2.3602409123942554,31.681344075947784
87,1.6209970643494673,2.3924500703826537,31.572044219599025
88,1.6141751612573296,2.3943592538006278,31.437761538941977
89,1.608948060902583,2.409446638816227,31.45025295109612
90,1.5974974671654294,2.4252893626150116,31.437761538941977
91,1.5927535754606914,2.4246825804218095,31.42839297982637
92,1.585642970065492,2.428819337080885,31.162950471550808
93,1.5785310377158788,2.4547258119253743,31.05989632127912
94,1.5748434038224761,2.4308188268033577,31.150459059396663
95,1.5602600576131085,2.458868392499157,31.365935919055648
96,1.5569828574091822,2.488576165309413,31.359690212978578
97,1.545834728105387,2.4754546082047355,31.156704765473737
98,1.5446688463829705,2.4980633269541044,31.241021797514207
99,1.5332464084110615,2.4832590992554504,31.294110299169322
100,1.5263671020119831,2.508576184267346,31.103616263818626
