epoch,trainLoss,validationLoss,accuracy
1,2.9113104910348553,2.8902506645149746,8.628442945474985
2,2.8839129488655635,2.833859913696557,10.723877334332647
3,2.839835369998225,2.80870996217845,11.139216788457935
4,2.8158975631493326,2.756391582151883,14.046592967334957
5,2.7033712812285646,2.6101890044212044,17.216288801449004
6,2.6029144722136124,2.5362242135107538,20.576478670913747
7,2.53710797604856,2.4718143079872172,22.072325276372492
8,2.4920922591137007,2.4466591059592013,22.387733433264632
9,2.4548328445488368,2.4132036094356986,23.433889201174193
10,2.425733508347609,2.385324335062528,24.35825370058085
11,2.4015737441040548,2.3666923491648495,24.767347448629067
12,2.377647183860397,2.34710991231456,25.376303791143588
13,2.355247972988838,2.3259351141529776,26.447442383361437
14,2.3349985872141534,2.3215267269878352,26.628567859596526
15,2.315852007211083,2.309378277927118,27.140715757916432
16,2.2970957016233986,2.2967090145964275,27.246892761226658
17,2.279330947353607,2.272306664016378,28.06508025732309
18,2.263329369988198,2.266735990283774,28.411716944600588
19,2.248707703171396,2.2520009536342895,28.47105115233277
20,2.233767224663334,2.2482222896491586,28.66779089376054
21,2.224974681892262,2.23330082293863,29.351695709199927
22,2.2105853133130386,2.233228910409357,29.476609830741364
23,2.1965678894067584,2.2317421436011995,29.57654112797452
24,2.1883491051335384,2.219973787630932,29.73268377990132
25,2.1743726204776204,2.209054325471387,29.98875772906127
26,2.1638902124867525,2.202163996460302,30.179251764411966
27,2.1544296591389953,2.199163659806776,30.307288738991943
28,2.1477785069357997,2.1912842217096866,30.64455686715383
29,2.1364988298391823,2.1933734704207586,30.494659921304102
30,2.130294683857106,2.193454892442806,30.65392542626944
31,2.121339608594816,2.1919077571301613,30.635188308038224
32,2.107357792128024,2.18037779289066,30.969333583161575
33,2.1020480077609243,2.1804259963741712,30.988070701392793
34,2.0932915069536207,2.1766344428054993,31.30347885828493
35,2.0860772204881726,2.1722025204461293,31.14733620635813
36,2.0794492048323203,2.1728156993929817,31.437761538941977
37,2.071394575290429,2.168248806088506,31.543938542252203
38,2.0661073621071084,2.1654262465738534,31.419024420710763
39,2.0565556774664455,2.168308806057523,31.468990069327337
40,2.052154310065849,2.17666665562594,31.64699269252389
41,2.046275592990452,2.1698519438421413,31.675098369870714
42,2.0365223374495542,2.1590878562308973,31.74067828367997
43,2.0298809547730015,2.1671477503291405,31.83436387483605
44,2.0258747967310464,2.161830102799499,31.778152520142402
45,2.0161586875243582,2.1666942065067825,31.993629379801387
46,2.01208290790751,2.1719029321117187,31.862469552182873
47,2.007862097046939,2.1537475574024763,32.11854350134283
48,2.000476323441039,2.157166369157448,32.340266067078886
49,1.9960646798994426,2.1657785633265374,32.36837174442571
50,1.9901142497821225,2.1626527088436416,32.39647742177253
51,1.984578289898562,2.1590263458159273,32.455811629504716
52,1.9762368437476763,2.1578066855469857,32.31840609580913
53,1.9723721102136735,2.1577200268784793,32.58697145712323
54,1.9670328578412015,2.1548610773712564,32.64005995877834
55,1.9578803168069177,2.1591959068578768,32.493285865967145
56,1.9547686242037425,2.1585799772000374,32.42458309911935
57,1.9486839179746527,2.1681076792951126,32.677534195240774
58,1.9437572650286115,2.1629656994263136,32.50577727812129
59,1.941756497760925,2.1527859768245947,32.83992255324464
60,1.9310313012613964,2.1658997189193774,32.50265442508275
61,1.9278985551277394,2.1729058603322837,32.60258572231591
62,1.9231526646373633,2.164796080537772,32.752482668165634
63,1.9183407641613452,2.169293322127463,32.62444569358566
64,1.9117688219176436,2.174687601328566,32.56198863281494
65,1.9078945506417417,2.1669452499683657,32.7056398725876
66,1.901277442811437,2.177414490917354,32.652551370932485
67,1.8997015229024319,2.1734096762405986,32.77746549247392
68,1.8920810040731848,2.1778946723685437,32.73686840297296
69,1.8875377149780912,2.201674148982949,32.727499843857345
70,1.877710998274815,2.1809694637447254,32.99294235213291
71,1.8750525142645658,2.197917571037135,32.89613390793829
72,1.8741414447973899,2.186053978571118,32.85553681843732
73,1.8673434601233543,2.1966627445415123,32.81806258197489
74,1.8614350297817388,2.2052879259488205,32.71813128474174
75,1.8565002565720876,2.194559572265832,32.86802823059147
76,1.8528056582904802,2.2090577160006912,32.58384860408469
77,1.8485446619951509,2.204721798523623,32.70876272562613
78,1.84391078998229,2.2281605839528282,32.2372119168072
79,1.8381170977251882,2.205902347424127,32.96795952782462
80,1.8330428442511106,2.211229258463374,32.84304540628318
81,1.8278399856118956,2.214322876806642,32.88051964274561
82,1.8267107731383978,2.2224029738379927,32.649428517893945
83,1.8191778187325727,2.2241960710249495,32.81181687589782
84,1.8138269626245034,2.228821827689129,32.64318281181688
85,1.809707028861968,2.2274849194588677,32.89613390793829
86,1.8065442895048112,2.2254153670321157,32.85865967147586
87,1.8004991109545996,2.2327593690145395,32.51202298419836
88,1.7936508160659264,2.246542035643623,32.846168259321715
89,1.7865209076936444,2.2349400825141914,32.85865967147586
90,1.7869571248580696,2.2487120103898603,32.952345262631944
91,1.7804588923476865,2.245160054478518,32.68065704827931
92,1.773673464077385,2.2620475692920565,32.60883142839298
93,1.7737940726012478,2.2954560943177276,32.21535194553744
94,1.7701786322654978,2.2830819989358617,32.924239585285115
95,1.7588734785748823,2.273846026460441,32.85865967147586
96,1.7587505218718062,2.2770983601307395,32.83679970020611
97,1.7508189760361377,2.2630386032086385,32.665042783086626
98,1.7471249956590127,2.2696884680595444,32.715008431703204
99,1.7424301603628618,2.307928937132656,32.480794453813004
100,1.7426308932311578,2.278361200772579,32.68065704827931
