epoch,trainLoss,validationLoss,accuracy
1,2.939825361452521,2.8939887060602962,9.359190556492411
2,2.9072493993002153,2.8906389739108214,9.359190556492411
3,2.8989822149313955,2.8835946642610195,9.359190556492411
4,2.896460646146814,2.8832392798440387,9.359190556492411
5,2.894531643665463,2.882717635345507,9.359190556492411
6,2.8819427289445163,2.8469169320340058,11.017425519955031
7,2.8550855327323728,2.8161298902259166,10.842545749797015
8,2.831228887934947,2.774152193530481,12.778714633689338
9,2.7801094022223722,2.7233562150816657,14.658672162888015
10,2.7238627792577152,2.6524519749550226,16.33564424458185
11,2.6719304171822884,2.5908213369508766,18.128161888701516
12,2.6333866298735287,2.5579778594308356,19.5490600212354
13,2.599914981038884,2.5242846832605372,20.326650427830867
14,2.566852515132257,2.5083903229502407,20.882518268690276
15,2.5425890806023137,2.4729074492802083,21.797514208981326
16,2.5179201655788117,2.460436597486013,22.24095934045344
17,2.4941172657905226,2.4453570482978204,22.718755855349446
18,2.478475595948574,2.422141529858414,23.40578352382737
19,2.4597223654729787,2.409559071142173,23.5994004122166
20,2.4443844059090925,2.3994658527156263,24.01473986634189
21,2.431930412005242,2.3938700882680157,24.083442633189684
22,2.4178388393228607,2.3724793316713244,24.717381800012493
23,2.4037657783586908,2.3666482817843004,25.029667103866093
24,2.3890131140546793,2.352183347921459,25.173318343638748
25,2.377849115851196,2.3390637448782416,25.77290612703766
26,2.3676396283459735,2.3432722171341247,25.57928923864843
27,2.3563638507907334,2.328242811195617,26.15701705077759
28,2.3453088624796115,2.3226690568733943,26.32877396789707
29,2.33463853246843,2.311238637282336,26.5567422397102
30,2.326880530176571,2.3144673546922174,26.575479357941415
31,2.3189635357809855,2.3015596578617203,26.872150396602336
32,2.307756255418272,2.3000030956562556,26.80657048279308
33,2.300538517762938,2.3175143929306925,26.834676160139903
34,2.2936353889173926,2.2880791223858488,27.44050964961589
35,2.2864299571842284,2.285752823899162,27.537318093810505
36,2.281558269074043,2.277632239578025,27.69658359877584
37,2.2734632916521713,2.2729705436099708,27.50296671038661
38,2.263350635677345,2.274580381073099,27.73718068827681
39,2.256040781576638,2.2755376087361694,27.68096933358316
40,2.254316385240084,2.265510171783997,28.061957404284556
41,2.2456544081030922,2.2615406884742657,28.224345762288426
42,2.237720694030529,2.2621561586875454,28.346137030791333
43,2.2360235068405645,2.2555730927482656,28.35550558990694
44,2.2299719522701205,2.259346676650109,28.405471238523514
45,2.226277815827273,2.2635370387135167,28.27743426394354
46,2.2166391032912167,2.252796334498425,28.168134407594778
47,2.2140181213882517,2.247236426039971,28.670913746799076
48,2.2092698046808383,2.249706521411577,28.7770907501093
49,2.208655936892797,2.249829892148442,28.986321903691213
50,2.197503874684904,2.244244539449562,28.873899194303917
51,2.1954395465872665,2.246972118249862,28.773967897070765
52,2.1909943697994345,2.2453195798866874,29.0893760539629
53,2.1844972045450013,2.259511640685226,29.201798763350197
54,2.1794622866787425,2.2478190982344,28.930110548997565
55,2.176198963494407,2.237077539265398,29.298607207544812
56,2.1716075550128378,2.234859302975938,29.170570232964838
57,2.1656069949693446,2.2388281846625704,29.45787271251015
58,2.164162660075591,2.2420547620978097,29.108113172194116
59,2.1587318984143486,2.2386276196006922,29.361064268315534
60,2.1556587147726356,2.2358050962412026,29.179938792080446
61,2.151189560422963,2.246430907166955,29.617138217475485
62,2.145215339445265,2.2499812372574675,29.81700081194179
63,2.1429963755571624,2.252278241753228,29.601523952282804
64,2.139505387774341,2.24405707670296,29.364187121354068
65,2.1407771538191867,2.2695025689343837,29.938792080444696
66,2.134746457216934,2.2313975420147676,29.726438073824244
67,2.1277071695481107,2.234723001616146,29.88570357878958
68,2.1252726496782675,2.2513103185799856,29.78577228155643
69,2.12093120278333,2.2423513205015237,29.58278683405159
70,2.121959904470075,2.231355478788746,29.851352195365685
71,2.1132804456148944,2.258560645171536,30.141777527949536
72,2.108257106378137,2.246822223218985,29.98875772906127
73,2.1075752141951223,2.2494889113049945,30.123040409718318
74,2.1044686627213065,2.2371334337918647,30.04184623071638
75,2.102075970904254,2.243183087278117,29.898194990943725
76,2.098995138150122,2.246918342121089,30.044969083754918
77,2.090677284446276,2.2827928400554898,30.344762975454376
78,2.09371426075103,2.247996227588312,30.354131534569984
79,2.0886730549294166,2.246688271721405,30.254200237336832
80,2.081705768652896,2.2564911252516704,30.319780151146087
81,2.0786931704487284,2.2573193447124233,30.16051464618075
82,2.0775896872616575,2.2550988198220114,29.78577228155643
83,2.074227154925493,2.28212667436262,30.057460495909062
84,2.071361115743412,2.241211464534462,30.05121478983199
85,2.071411305671863,2.248898887595561,30.38848291799388
86,2.062372568799162,2.2643596428665123,30.33227156330023
87,2.060150046964438,2.266767758878179,30.51339703953532
88,2.0599609925607094,2.259216908578847,30.360377240647054
89,2.056166882663089,2.2936520372620306,30.254200237336832
90,2.054080910885403,2.2929566133462336,30.36350009368559
91,2.0528393769590516,2.294986850607366,30.329148710261695
92,2.0475484548426692,2.2587406812188595,30.36974579976266
93,2.0462044952128764,2.279865221813136,30.404097183186558
94,2.044331966625352,2.291443527262302,30.500905627381176
95,2.0415326341788926,2.2885008385266157,30.432202860533383
96,2.0371783391961746,2.296305012043274,30.38848291799388
97,2.0347932715119934,2.2690476118293503,30.379114358878272
98,2.0313878941375902,2.3058493045631527,30.507151333458246
99,2.0299202176890216,2.287306054722071,30.400974330148024
100,2.025319007212608,2.293916285607572,30.4509399787646
